seed,cipher,rounds,split,n_samples,accuracy,auc_roc,tpr,tnr,accuracy_advantage,advantage_edge,auc_advantage,accuracy_null_p_value,youden_j
4,speck,5,test,15000,0.6694,0.7335894133333333,0.6969333333333333,0.6418666666666667,0.1694,0.3388,0.46717882666666655,0.0,0.3388
4,speck,6,test,15000,0.49773333333333336,0.4988136888888889,0.2628,0.7326666666666667,-0.002266666666666639,-0.004533333333333278,-0.0023726222222222315,0.5843439837719742,-0.004533333333333278
4,speck,7,test,15000,0.5024,0.5027035377777778,0.4196,0.5852,0.0023999999999999577,0.0047999999999999154,0.005407075555555529,0.562109905980028,0.0047999999999999154
4,speck,8,test,15000,0.4945333333333333,0.4928757777777778,0.31666666666666665,0.6724,-0.005466666666666675,-0.01093333333333335,-0.014248444444444397,0.18322352017757765,-0.01093333333333335
4,speck,9,test,15000,0.49766666666666665,0.4933514933333334,0.41973333333333335,0.5756,-0.002333333333333354,-0.004666666666666708,-0.013297013333333219,0.5731758099060775,-0.004666666666666597
4,speck,10,test,15000,0.5012,0.4995042666666667,0.2648,0.7376,0.0011999999999999789,0.0023999999999999577,-0.0009914666666666072,0.77505249053891,0.0023999999999999577
5,speck,3,test,15000,0.9513333333333334,0.9861582666666666,0.9366666666666666,0.966,0.45133333333333336,0.9026666666666667,0.9723165333333332,0.0,0.9026666666666667
5,speck,4,test,15000,0.8466,0.9052462933333333,0.7629333333333334,0.9302666666666667,0.3466,0.6932,0.8104925866666666,0.0,0.6932
5,speck,5,test,15000,0.6703333333333333,0.7325055111111112,0.6648,0.6758666666666666,0.17033333333333334,0.3406666666666667,0.46501102222222235,0.0,0.34066666666666645
5,speck,6,test,15000,0.49493333333333334,0.4949603111111111,0.5132,0.4766666666666667,-0.005066666666666664,-0.010133333333333328,-0.010079377777777787,0.21760807586987435,-0.010133333333333328
5,speck,7,test,15000,0.49893333333333334,0.4989420977777778,0.5642666666666667,0.4336,-0.0010666666666666602,-0.0021333333333333204,-0.002115804444444369,0.800181184019435,-0.0021333333333333204
5,speck,8,test,15000,0.5032,0.49877936000000006,0.18426666666666666,0.8221333333333334,0.0031999999999999806,0.006399999999999961,-0.002441279999999879,0.43794383692005495,0.006399999999999961
5,speck,9,test,15000,0.49506666666666665,0.49461360888888894,0.3852,0.6049333333333333,-0.004933333333333345,-0.00986666666666669,-0.01077278222222211,0.2300411315920566,-0.00986666666666669
5,speck,10,test,15000,0.499,0.48707126222222225,0.9154666666666667,0.08253333333333333,-0.0010000000000000009,-0.0020000000000000018,-0.02585747555555551,0.8128253216596147,-0.0020000000000000018
6,speck,3,test,15000,0.9476666666666667,0.9850141955555554,0.9290666666666667,0.9662666666666667,0.44766666666666666,0.8953333333333333,0.9700283911111107,0.0,0.8953333333333333
6,speck,4,test,15000,0.8449333333333333,0.9088329155555555,0.8045333333333333,0.8853333333333333,0.3449333333333333,0.6898666666666666,0.8176658311111109,0.0,0.6898666666666666
6,speck,5,test,15000,0.6725333333333333,0.73753936,0.6329333333333333,0.7121333333333333,0.17253333333333332,0.34506666666666663,0.47507871999999995,0.0,0.34506666666666663
6,speck,6,test,15000,0.4936,0.4938021955555556,0.4888,0.4984,-0.006400000000000017,-0.012800000000000034,-0.012395608888888798,0.11887314726960935,-0.012799999999999923
6,speck,7,test,15000,0.5041333333333333,0.5040951911111111,0.5221333333333333,0.4861333333333333,0.004133333333333322,0.008266666666666644,0.008190382222222237,0.315238446535669,0.008266666666666644
6,speck,8,test,15000,0.5036,0.5020688888888889,0.6588,0.3484,0.0036000000000000476,0.007200000000000095,0.004137777777777796,0.3823087833285887,0.007200000000000095
6,speck,9,test,15000,0.5008,0.4974206755555556,0.4441333333333333,0.5574666666666667,0.0008000000000000229,0.0016000000000000458,-0.005158648888888839,0.8510387610545161,0.0016000000000000458
6,speck,10,test,15000,0.4942,0.49651391999999994,0.5692,0.4192,-0.005800000000000027,-0.011600000000000055,-0.006972160000000116,0.15778899288315368,-0.011599999999999944
7,speck,3,test,15000,0.9469333333333333,0.98434576,0.9330666666666667,0.9608,0.4469333333333333,0.8938666666666666,0.9686915199999999,0.0,0.8938666666666668
7,speck,4,test,15000,0.8434,0.9050214577777776,0.7937333333333333,0.8930666666666667,0.34340000000000004,0.6868000000000001,0.8100429155555553,0.0,0.6867999999999999
7,speck,5,test,15000,0.6537333333333334,0.7227135555555555,0.6146666666666667,0.6928,0.1537333333333334,0.3074666666666668,0.445427111111111,3.13513167e-315,0.30746666666666655
7,speck,6,test,15000,0.5044,0.5048759377777778,0.5838666666666666,0.42493333333333333,0.0043999999999999595,0.008799999999999919,0.009751875555555678,0.2847942721898031,0.008799999999999919
7,speck,7,test,15000,0.5018,0.5046737422222223,0.5326666666666666,0.4709333333333333,0.0018000000000000238,0.0036000000000000476,0.009347484444444554,0.6652027704589808,0.0036000000000000476
7,speck,8,test,15000,0.5045333333333333,0.5081005155555556,0.5092,0.4998666666666667,0.004533333333333278,0.009066666666666556,0.016201031111111153,0.270343568648145,0.009066666666666556
7,speck,9,test,15000,0.5018666666666667,0.5049434755555555,0.8354666666666667,0.16826666666666668,0.0018666666666666831,0.0037333333333333663,0.009886951111111042,0.6533803476070023,0.0037333333333333663
7,speck,10,test,15000,0.5014666666666666,0.49486944888888884,0.1896,0.8133333333333334,0.0014666666666666162,0.0029333333333332323,-0.010261102222222318,0.7255194648763293,0.0029333333333334544
8,speck,3,test,15000,0.9528,0.9863532622222222,0.9412,0.9644,0.4528,0.9056,0.9727065244444444,0.0,0.9056000000000002
8,speck,4,test,15000,0.8524666666666667,0.9114373244444445,0.7921333333333334,0.9128,0.3524666666666667,0.7049333333333334,0.822874648888889,0.0,0.7049333333333334
8,speck,5,test,15000,0.6664666666666667,0.7309730133333334,0.6461333333333333,0.6868,0.16646666666666665,0.3329333333333333,0.46194602666666684,0.0,0.3329333333333333
8,speck,6,test,15000,0.5049333333333333,0.50518992,0.6526666666666666,0.3572,0.004933333333333345,0.00986666666666669,0.010379839999999918,0.2300411315920566,0.00986666666666669
8,speck,7,test,15000,0.5074666666666666,0.5068396533333333,0.3152,0.6997333333333333,0.0074666666666666215,0.014933333333333243,0.013679306666666502,0.0686356225339655,0.014933333333333243
8,speck,8,test,15000,0.5042,0.5038608,0.264,0.7444,0.0041999999999999815,0.008399999999999963,0.007721599999999995,0.307434054180429,0.008399999999999963
8,speck,9,test,15000,0.4996,0.50484376,0.4128,0.5864,-0.00040000000000001146,-0.0008000000000000229,0.00968751999999995,0.928434920322424,-0.0007999999999999119
8,speck,10,test,15000,0.49593333333333334,0.4979150044444445,0.38133333333333336,0.6105333333333334,-0.004066666666666663,-0.008133333333333326,-0.004169991111111049,0.3231718804636641,-0.008133333333333326
9,speck,3,test,15000,0.9479333333333333,0.9848182488888888,0.9365333333333333,0.9593333333333334,0.4479333333333333,0.8958666666666666,0.9696364977777776,0.0,0.8958666666666666
9,speck,4,test,15000,0.8550666666666666,0.9124365422222223,0.7844,0.9257333333333333,0.35506666666666664,0.7101333333333333,0.8248730844444445,0.0,0.7101333333333333
9,speck,5,test,15000,0.67,0.7344033955555556,0.6444,0.6956,0.17000000000000004,0.3400000000000001,0.4688067911111111,0.0,0.33999999999999986
9,speck,6,test,15000,0.505,0.5014042133333334,0.24026666666666666,0.7697333333333334,0.0050000000000000044,0.010000000000000009,0.002808426666666808,0.22376285700399692,0.010000000000000009
